episode_id;season;original_air_date;imdb_rating;imdb_votes;us_viewers_in_millions;views
537;25;2013-12-08;7.0;440.0;6.85;43717.0
538;25;2013-12-15;6.5;449.0;8.48;39290.0
539;25;2014-01-05;7.6;648.0;12.04;45354.0
541;25;2014-01-26;7.2;431.0;3.87;44119.0
540;25;2014-01-12;7.1;475.0;4.83;40646.0
549;25;2014-04-27;5.8;445.0;3.45;48760.0
542;25;2014-03-09;6.4;473.0;2.69;39292.0
551;25;2014-05-11;6.7;402.0;3.66;51132.0
543;25;2014-03-09;6.7;468.0;3.75;44512.0
544;25;2014-03-16;6.6;407.0;4.02;44271.0
545;25;2014-03-23;7.0;414.0;3.98;41726.0
546;25;2014-03-30;6.9;430.0;3.91;42080.0
547;25;2014-04-06;6.5;415.0;4.3;45184.0
548;25;2014-04-13;7.0;504.0;3.64;55742.0
552;25;2014-05-18;6.7;416.0;3.28;46408.0
553;26;2014-09-28;5.8;652.0;8.53;29526.0
554;26;2014-10-05;6.9;490.0;4.27;38411.0
556;26;2014-10-19;7.3;612.0;7.76;65425.0
555;26;2014-10-12;6.5;457.0;7.33;42912.0
557;26;2014-11-02;6.3;442.0;4.22;36410.0
558;26;2014-11-09;7.9;977.0;6.7;48223.0
559;26;2014-11-16;6.9;456.0;6.7;43513.0
560;26;2014-11-23;6.5;431.0;3.45;38432.0
561;26;2014-12-07;6.8;432.0;6.52;37064.0
562;26;2015-01-04;6.8;578.0;10.62;36622.0
563;26;2015-01-11;7.3;434.0;4.28;39702.0
564;26;2015-01-25;5.8;439.0;3.29;35848.0
565;26;2015-02-08;6.3;377.0;2.78;36221.0
566;26;2015-02-15;6.7;360.0;2.67;35846.0
567;26;2015-03-01;6.6;372.0;3.93;34137.0
568;26;2015-03-08;6.9;377.0;3.79;43023.0
26;2;1991-02-07;8.0;1329.0;26.2;58277.0
14;2;1990-10-11;8.2;1638.0;33.6;59575.0
22;2;1990-12-20;8.1;1402.0;22.2;55413.0
25;2;1991-01-31;8.2;1392.0;26.8;51182.0
28;2;1991-02-21;8.2;1413.0;26.8;47426.0
18;2;1990-11-08;7.5;1381.0;26.1;49005.0
1;1;1989-12-17;8.2;3734.0;26.7;171408.0
5;1;1990-02-04;8.1;1732.0;27.1;63129.0
2;1;1990-01-14;7.8;1973.0;24.5;91423.0
3;1;1990-01-21;7.5;1709.0;27.5;78072.0
7;1;1990-02-18;7.9;1638.0;27.6;57793.0
4;1;1990-01-28;7.8;1701.0;20.2;67378.0
16;2;1990-10-25;8.2;1786.0;27.4;130282.0
9;1;1990-03-18;7.5;1578.0;33.5;64776.0
6;1;1990-02-11;7.6;1674.0;27.4;55355.0
8;1;1990-02-25;7.7;1580.0;28.0;66311.0
10;1;1990-03-25;7.4;1511.0;30.3;50816.0
11;1;1990-04-15;7.8;1539.0;31.2;60458.0
12;1;1990-04-29;8.3;1716.0;30.4;62561.0
13;1;1990-05-13;7.9;1567.0;27.1;57590.0
15;2;1990-10-18;8.3;1588.0;29.9;58553.0
17;2;1990-11-01;8.1;1457.0;26.1;64959.0
19;2;1990-11-15;8.0;1366.0;25.4;50691.0
23;2;1991-01-10;7.8;1340.0;24.8;56486.0
20;2;1990-11-22;7.7;1324.0;25.9;47539.0
21;2;1990-12-06;8.4;1522.0;26.2;57605.0
24;2;1991-01-24;8.8;1687.0;24.2;50206.0
27;2;1991-02-14;7.5;1241.0;23.9;46823.0
29;2;1991-03-07;7.5;1264.0;23.9;47780.0
30;2;1991-03-28;7.6;1243.0;21.2;44331.0
31;2;1991-04-11;8.0;1257.0;20.6;58561.0
